Stim,CorrResp,Ctx_color,imStim,imStim_r,imStim_g,x_pos,y_pos,Hand,Feedback,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,Instr_Exp_Bool.thisRepN,Instr_Exp_Bool.thisTrialN,Instr_Exp_Bool.thisN,Instr_Exp_Bool.thisIndex,RT_Bool_Hand.thisRepN,RT_Bool_Hand.thisTrialN,RT_Bool_Hand.thisN,RT_Bool_Hand.thisIndex,RT_Iter_Hand.thisRepN,RT_Iter_Hand.thisTrialN,RT_Iter_Hand.thisN,RT_Iter_Hand.thisIndex,TR_Bool_Hand.thisRepN,TR_Bool_Hand.thisTrialN,TR_Bool_Hand.thisN,TR_Bool_Hand.thisIndex,TR_Block_Hand.thisRepN,TR_Block_Hand.thisTrialN,TR_Block_Hand.thisN,TR_Block_Hand.thisIndex,TR_Iter_Hand.thisRepN,TR_Iter_Hand.thisTrialN,TR_Iter_Hand.thisN,TR_Iter_Hand.thisIndex,TR_Feedback_Bool_Hand.thisRepN,TR_Feedback_Bool_Hand.thisTrialN,TR_Feedback_Bool_Hand.thisN,TR_Feedback_Bool_Hand.thisIndex,TR_Penalty_Bool_Hand.thisRepN,TR_Penalty_Bool_Hand.thisTrialN,TR_Penalty_Bool_Hand.thisN,TR_Penalty_Bool_Hand.thisIndex,CR_Old_Bool.thisRepN,CR_Old_Bool.thisTrialN,CR_Old_Bool.thisN,CR_Old_Bool.thisIndex,CR_Old_Grp_B_Bool.thisRepN,CR_Old_Grp_B_Bool.thisTrialN,CR_Old_Grp_B_Bool.thisN,CR_Old_Grp_B_Bool.thisIndex,CR_Old_Iter_Ctx1.thisRepN,CR_Old_Iter_Ctx1.thisTrialN,CR_Old_Iter_Ctx1.thisN,CR_Old_Iter_Ctx1.thisIndex,CR_Old_Iter_Ctx2.thisRepN,CR_Old_Iter_Ctx2.thisTrialN,CR_Old_Iter_Ctx2.thisN,CR_Old_Iter_Ctx2.thisIndex,CR_Old_Grp_R_Bool.thisRepN,CR_Old_Grp_R_Bool.thisTrialN,CR_Old_Grp_R_Bool.thisN,CR_Old_Grp_R_Bool.thisIndex,RT_Bool.thisRepN,RT_Bool.thisTrialN,RT_Bool.thisN,RT_Bool.thisIndex,Instr_RT_Day1_Bool.thisRepN,Instr_RT_Day1_Bool.thisTrialN,Instr_RT_Day1_Bool.thisN,Instr_RT_Day1_Bool.thisIndex,Instr_RT_Days_Bool.thisRepN,Instr_RT_Days_Bool.thisTrialN,Instr_RT_Days_Bool.thisN,Instr_RT_Days_Bool.thisIndex,RT_Block.thisRepN,RT_Block.thisTrialN,RT_Block.thisN,RT_Block.thisIndex,RT_Iter.thisRepN,RT_Iter.thisTrialN,RT_Iter.thisN,RT_Iter.thisIndex,TR_Old_Bool.thisRepN,TR_Old_Bool.thisTrialN,TR_Old_Bool.thisN,TR_Old_Bool.thisIndex,stim_key_map_ctx1,stim_key_map_ctx2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_RT_Hand_Rext.started,Instr_RT_Hand_Rext.stopped,Instr_RT_Hand_Key.keys,Instr_RT_Hand_Key.rt,Instr_RT_Hand_Key.started,Instr_RT_Hand_Key.stopped,Symbol,Finger,Block_Type,Remap,Trial_Count,Set_Prep_Time,Block_Num,Grp_B,Grp_R,Day,RT_Circle_Frame_Hand.started,RT_Circle_Frame_Hand.stopped,RT_Press_Hand.keys,RT_Press_Hand.corr,RT_Press_Hand.rt,RT_Press_Hand.started,RT_Press_Hand.stopped,RT_HandShape.started,RT_HandShape.stopped,RT_Stim_Hand.started,RT_Stim_Hand.stopped,RT_Circle_Frame_Feedback.started,RT_Circle_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,Post_Trial_Circle_Frame.started,Post_Trial_Circle_Frame.stopped,instr_HAND_TR_text.started,instr_HAND_TR_text.stopped,Instr_HAND_TR_press.keys,Instr_HAND_TR_press.rt,Instr_HAND_TR_press.started,Instr_HAND_TR_press.stopped,Instr_Block_Num_Text.started,Instr_Block_Num_Text.stopped,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,Instr_Block_Num_Press.started,Instr_Block_Num_Press.stopped,TR_too_early,TR_too_late,TR_Circle_Hand.started,TR_Circle_Hand.stopped,TR_Circle_Frame_Hand.started,TR_Circle_Frame_Hand.stopped,TR_HandShape.started,TR_HandShape.stopped,TR_Stim_Hand.started,TR_Stim_Hand.stopped,TR_Press_Hand.keys,TR_Press_Hand.corr,TR_Press_Hand.rt,TR_Press_Hand.started,TR_Press_Hand.stopped,Tr_Circle_Frame_Feedback.started,Tr_Circle_Frame_Feedback.stopped,TR_Feedback_Text.started,TR_Feedback_Text.stopped,TR_Feedback_Image.started,TR_Feedback_Image.stopped,Instr_CR_Old_Text_Ctx1.started,Instr_CR_Old_Text_Ctx1.stopped,Instr_CR_Old_Press_Ctx1.keys,Instr_CR_Old_Press_Ctx1.rt,Instr_CR_Old_Press_Ctx1.started,Instr_CR_Old_Press_Ctx1.stopped,Shape,ctx,Repeat_Count,Brp_R,RT_Circle_Fame.started,RT_Circle_Fame.stopped,RT_Ctx.started,RT_Ctx.stopped,RT_Stim_Image.started,RT_Stim_Image.stopped,RT_Press.keys,RT_Press.corr,RT_Press.rt,RT_Press.started,RT_Press.stopped,Instr_CR_Old_Text_Ctx2.started,Instr_CR_Old_Text_Ctx2.stopped,Instr_CR_Old_Press_Ctx2.keys,Instr_CR_Old_Press_Ctx2.rt,Instr_CR_Old_Press_Ctx2.started,Instr_CR_Old_Press_Ctx2.stopped,Instr_RT_Day1_Text.started,Instr_RT_Day1_Text.stopped,Instr_RT_Day1_Press.keys,Instr_RT_Day1_Press.rt,Instr_RT_Day1_Press.started,Instr_RT_Day1_Press.stopped,participant,day,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,u,CR_Old,0,0,0.2524621483961387,1,1,,1,,,,,,,,,,,,61.8260467001237,None,61.8260467001237,None,62.861247200053185,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,60.079931100131944,60.079931100131944,60.079931100131944,None,60.079931100131944,None,i,0,1.6503824999090284,60.079931100131944,None,59.298274300061166,None,h,0.7514057999942452,59.298274300061166,None,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,u,CR_Old,0,0,0.8791508999568995,1,1,,1,,,,,,,,,,,,63.65076049999334,None,63.65076049999334,None,63.973275600001216,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,1,0,63.09095859993249,63.09095859993249,63.09095859993249,None,63.09095859993249,None,u,1,0.486613400047645,63.09095859993249,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,i,CR_Old,0,1,0.0888549322630332,1,1,,1,,,,,,,,,,,,65.64138710009865,None,65.64138710009865,None,66.67723980010487,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,64.20030190004036,64.20030190004036,64.20030190004036,None,64.20030190004036,None,l,0,1.3692085000220686,64.20030190004036,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,i,CR_Old,0,1,0.30341853408068986,1,1,,1,,,,,,,,,,,,67.26276369998232,None,67.26276369998232,None,68.2881201999262,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,1,0,66.91817030007951,66.91817030007951,66.91817030007951,None,66.91817030007951,None,h,0,0.2753965000156313,66.91817030007951,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,i,CR_Old,0,1,1.2566478281064164,1,1,,1,,,,,,,,,,,,68.83101360010915,None,68.83101360010915,None,69.15318730007857,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,2,0,68.5213091999758,68.5213091999758,68.5213091999758,None,68.5213091999758,None,i,1,0.2083034000825137,68.5213091999758,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,u,CR_Old,0,2,0.46371842575116884,1,1,,1,,,,,,,,,,,,70.16597650013864,None,70.16597650013864,None,70.47961200005375,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,69.37412600009702,69.37412600009702,69.37412600009702,None,69.37412600009702,None,u,1,0.7154290999751538,69.37412600009702,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,i,CR_Old,0,3,0.6719763065599735,1,1,,1,,,,,,,,,,,,71.46532090008259,None,71.46532090008259,None,71.78439270006493,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,70.71249349997379,70.71249349997379,70.71249349997379,None,70.71249349997379,None,i,1,0.6808158999774605,70.71249349997379,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,h,CR_Old,0,4,0.07700036946028233,1,1,,1,,,,,,,,,,,,73.00486250012182,None,73.00486250012182,None,73.3140384000726,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,72.01460810005665,72.01460810005665,72.01460810005665,None,72.01460810005665,None,h,1,0.8990994000341743,72.01460810005665,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,l,CR_Old,0,5,1.220066170183756,1,1,,1,,,,,,,,,,,,74.01578050013632,None,74.01578050013632,None,74.35005569993518,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,73.54194070002995,73.54194070002995,73.54194070002995,None,73.54194070002995,None,l,1,0.4116756001021713,73.54194070002995,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,l,CR_Old,0,6,0.47113129478150295,1,1,,1,,,,,,,,,,,,76.47416450013407,None,76.47416450013407,None,77.49749800004065,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,74.56465449999087,74.56465449999087,74.56465449999087,None,74.56465449999087,None,i,0,1.8370733000338078,74.56465449999087,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,l,CR_Old,0,6,1.0611240528970818,1,1,,1,,,,,,,,,,,,88.76140510011464,None,88.76140510011464,None,89.09512419998646,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,1,0,77.73237580014393,77.73237580014393,77.73237580014393,None,77.73237580014393,None,l,1,10.957256800029427,77.73237580014393,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,h,CR_Old,0,7,1.2236746359190804,1,1,,1,,,,,,,,,,,,90.97234020009637,None,90.97234020009637,None,91.28028149995953,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,89.31692919996567,89.31692919996567,89.31692919996567,None,89.31692919996567,None,h,1,1.5729718001093715,89.31692919996567,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,u,CR_Old,0,8,0.14487883214860475,1,1,,1,,,,,,,,,,,,92.2149219000712,None,92.2149219000712,None,92.53418079996482,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,91.498484400101,91.498484400101,91.498484400101,None,91.498484400101,None,u,1,0.6312098999042064,91.498484400101,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,h,CR_Old,0,9,0.9525426593046014,1,1,,1,,,,,,,,,,,,93.63344070012681,None,93.63344070012681,None,94.66547959996387,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,92.75905430014245,92.75905430014245,92.75905430014245,None,92.75905430014245,None,l,0,0.7863803999498487,92.75905430014245,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,h,CR_Old,0,9,0.5852806073323154,1,1,,1,,,,,,,,,,,,99.27446039998904,None,99.27446039998904,None,100.30099670006894,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,1,0,94.88077359995805,94.88077359995805,94.88077359995805,None,94.88077359995805,None,i,0,4.280797800049186,94.88077359995805,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,h,CR_Old,0,9,0.38627218993391477,1,1,,1,,,,,,,,,,,,100.95790980011225,None,100.95790980011225,None,101.29741320014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,2,0,100.51829649996944,100.51829649996944,100.51829649996944,None,100.51829649996944,None,h,1,0.34747650008648634,100.51829649996944,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,l,CR_Old,0,10,0.9765283832557594,1,1,,1,,,,,,,,,,,,102.74067520000972,None,102.74067520000972,None,103.06841710000299,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,101.51540090003982,101.51540090003982,101.51540090003982,None,101.51540090003982,None,l,1,1.1421856000088155,101.51540090003982,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,i,CR_Old,0,11,0.9136337102952627,1,1,,1,,,,,,,,,,,,104.43350240006112,None,104.43350240006112,None,104.76107600005344,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,103.28865489992313,103.28865489992313,103.28865489992313,None,103.28865489992313,None,i,1,1.072654799791053,103.28865489992313,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,i,CR_Old,0,12,1.1435594970030225,1,1,,1,,,,,,,,,,,,106.5503144999966,None,106.5503144999966,None,107.57815230009146,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,0,0,104.98121890006587,104.98121890006587,104.98121890006587,None,104.98121890006587,None,l,0,1.5002578001003712,104.98121890006587,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,i,CR_Old,0,12,0.15774945974475973,1,1,,1,,,,,,,,,,,,108.73278780002147,None,108.73278780002147,None,109.06135020009242,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,2,1,0,107.8074304999318,107.8074304999318,107.8074304999318,None,107.8074304999318,None,i,1,0.8348509999923408,107.8074304999318,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,h,CR_Old,0,13,1.177157509010644,1,1,,1,,,,,,,,,,,,110.22612460004166,None,110.22612460004166,None,111.24820629996248,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,0,0,109.29739620001055,109.29739620001055,109.29739620001055,None,109.29739620001055,None,l,0,0.8480690999422222,109.29739620001055,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,h,CR_Old,0,13,1.0655326863530723,1,1,,1,,,,,,,,,,,,112.0107152001001,None,112.0107152001001,None,113.05282109999098,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,1,0,111.48557689995505,111.48557689995505,111.48557689995505,None,111.48557689995505,None,u,0,0.44389370013959706,111.48557689995505,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,h,CR_Old,0,13,1.2069664869382308,1,1,,1,,,,,,,,,,,,113.60221690009348,None,113.60221690009348,None,113.91424409998581,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,2,2,0,113.27008899999782,113.27008899999782,113.27008899999782,None,113.27008899999782,None,h,1,0.2592958000022918,113.27008899999782,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,u,CR_Old,0,14,1.0542960701544652,1,1,,1,,,,,,,,,,,,115.04971159994602,None,115.04971159994602,None,115.36887030000798,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,114.14089210005477,114.14089210005477,114.14089210005477,None,114.14089210005477,None,u,1,0.8366501000709832,114.14089210005477,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,l,CR_Old,0,15,0.28622616830371483,1,1,,1,,,,,,,,,,,,117.23312549991533,None,117.23312549991533,None,117.55814580013976,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,2,0,0,115.59299809997901,115.59299809997901,115.59299809997901,None,115.59299809997901,None,l,1,1.5451241999398917,115.59299809997901,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,h,RT,0,0,1.2363891235434916,1,1,,1,,,,,,,,,,,,121.1805297001265,None,121.1805297001265,None,121.48854800011031,None,,,,,,,118.95778000005521,None,h,0.5555879999883473,118.95778000005521,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,119.53888200013898,119.53888200013898,119.53888200013898,None,119.53888200013898,None,h,1,1.6064804999623448,119.53888200013898,None,,,,,,,117.77290460001677,None,h,1.164606599835679,117.77290460001677,None,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,2,u,RT,0,1,0.08357508380063194,1,1,,1,,,,,,,,,,,,123.50541909993626,None,123.50541909993626,None,123.80647339997813,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,121.68881680001505,121.68881680001505,121.68881680001505,None,121.68881680001505,None,u,1,1.7845390001311898,121.68881680001505,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,3,l,RT,0,2,0.44554275328534554,1,1,,1,,,,,,,,,,,,124.9452887000516,None,124.9452887000516,None,125.25568910012953,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,124.02182679995894,124.02182679995894,124.02182679995894,None,124.02182679995894,None,l,1,0.8916583000682294,124.02182679995894,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,1,i,RT,0,3,0.929897564256792,1,1,,1,,,,,,,,,,,,128.1496081999503,None,128.1496081999503,None,128.45602979999967,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,125.45685379998758,125.45685379998758,125.45685379998758,None,125.45685379998758,None,i,1,2.664599500130862,125.45685379998758,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,u,RT,0,0,0.5921221846106612,2,1,,1,,,,,,,,,,,,131.0715451000724,None,131.0715451000724,None,131.3738285000436,None,,,,,,,128.66346550011076,None,h,0.7777835000306368,128.66346550011076,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,2,0,0,129.47219250001945,129.47219250001945,129.47219250001945,None,129.47219250001945,None,u,1,1.553269699914381,129.47219250001945,None,,,,,,,,,,,,,1,1,2020_Dec_04_1104,Context_Learning_new,2020.1.3,60.21898031297693,
